#{"t_start": 1606382012.5693095, "env_id": "quad-withArm_1Dof-v0"}
r,l,t,finstate
1112.311894,131,5584.160113,1
1410.737942,99,5584.464027,1
-369.949058,80,5584.737341,0
1276.89765,115,5585.060581,1
1498.65456,90,5585.363522,1
1223.651814,122,5585.843368,1
1033.829742,141,5586.415694,1
1243.613352,114,5586.828606,1
1572.976584,79,5587.150295,1
1305.741342,114,5587.5745,1
1185.523069,132,5588.14379,1
1132.534145,124,5588.630794,1
1517.49873,86,5588.891738,1
1094.427755,137,5589.386126,1
1399.938427,99,5589.708622,1
1241.150346,120,5590.103182,1
1211.011648,119,5590.489987,1
1304.649313,115,5590.909377,1
1084.645986,136,5591.391488,1
-535.068558,146,5591.847113,0
1162.558551,136,5592.270599,1
831.234769,200,5592.991297,1
-505.640087,164,5593.554821,0
1408.081011,98,5593.915115,1
1131.165057,129,5594.394315,1
-314.187127,219,5595.068534,0
1264.372686,119,5595.45921,1
1081.841078,139,5595.938164,1
1499.486872,88,5596.251433,1
1146.414711,132,5596.705719,1
966.722623,149,5597.162068,1
1359.965532,106,5597.5384,1
-375.253851,75,5597.797421,0
1246.948908,124,5598.241472,1
982.97289,150,5598.743986,1
-21.550561,318,5599.791233,1
1173.993506,127,5600.253117,1
-378.791322,73,5600.52252,0
1438.32578,96,5600.854006,1
1563.52097,81,5601.06014,1
1417.248613,99,5601.397557,1
765.194554,187,5602.064932,1
-588.808237,401,5603.457795,0
1486.780059,91,5603.731639,1
1029.608904,139,5604.230214,1
1510.547746,86,5604.540118,1
1231.637227,119,5604.934731,1
-378.177627,101,5605.264368,0
1333.108815,107,5605.639488,1
1164.701839,126,5606.075745,1
1067.997347,140,5606.548407,1
1408.859105,103,5606.893811,1
1541.056241,82,5607.109286,1
1242.137306,128,5607.558139,1
1244.945737,115,5607.960052,1
1422.138476,100,5608.33456,1
364.475649,401,5609.617282,0
1377.966625,103,5609.997818,1
1276.584591,110,5610.401596,1
1339.936592,107,5610.734105,1
1210.065984,120,5611.076288,1
1136.763024,128,5611.487089,1
1122.094186,131,5611.984619,1
1222.723834,111,5612.325378,1
-466.772205,198,5612.982954,0
1333.762066,108,5613.326612,1
1334.009907,107,5613.716316,1
1453.653103,93,5614.015844,1
-356.778423,59,5614.274965,0
-410.516689,72,5614.498885,0
1130.786289,129,5614.923766,1
1451.510194,94,5615.192806,1
1379.265236,101,5615.556859,1
1358.475841,105,5615.929049,1
1186.875762,117,5616.371382,1
1624.109895,73,5616.574594,1
1244.461694,124,5616.975156,1
-375.338398,91,5617.27199,0
-1202.370688,212,5618.000268,0
-462.308878,185,5618.629285,0
1182.473766,127,5619.039104,1
1471.924067,92,5619.343277,1
1297.094949,119,5619.77862,1
1100.984535,129,5620.228328,1
1173.924509,117,5620.630833,1
992.132651,146,5621.079127,1
-479.757364,70,5621.280699,0
-501.482427,130,5621.733755,0
-1218.556084,309,5622.85633,0
119.924302,300,5623.925827,1
1230.571254,114,5624.314909,1
1427.469492,99,5624.657265,1
1304.635131,112,5625.000228,1
1110.586165,155,5625.513932,1
1428.818184,97,5625.872549,1
-510.701335,72,5626.104509,0
1234.367852,135,5626.55922,1
-506.446985,69,5626.80196,0
1108.448023,127,5627.220685,1
1441.895828,92,5627.469675,1
1514.177551,87,5627.815541,1
1261.509651,121,5628.245245,1
1111.395459,126,5628.670299,1
1153.341026,130,5629.078856,1
1307.163306,114,5629.441496,1
-517.414279,214,5630.221333,0
-565.459666,401,5631.526907,0
1143.24575,128,5632.011517,1
1287.414331,118,5632.444617,1
1351.749288,107,5632.743551,1
-513.779986,76,5632.994162,0
-380.664616,96,5633.32364,0
1251.397693,119,5633.725169,1
-497.082822,76,5633.97795,0
1263.196184,118,5634.395272,1
1523.714271,86,5634.705857,1
1202.803701,128,5635.100978,1
1221.339566,120,5635.505964,1
1277.889922,116,5635.917276,1
1182.88104,122,5636.355484,1
1250.268662,115,5636.75515,1
-508.451503,74,5636.950232,0
1275.818816,117,5637.345933,1
1429.68095,95,5637.690053,1
1446.667764,93,5638.040163,1
1195.973748,114,5638.399633,1
-486.819813,73,5638.664242,0
1286.027919,114,5639.021188,1
1068.168845,134,5639.472501,1
1141.706625,130,5639.927073,1
1314.081529,108,5640.325736,1
1182.114958,120,5640.732787,1
1516.464147,83,5640.957146,1
1274.396851,112,5641.321566,1
1203.837083,119,5641.737552,1
-525.360689,67,5641.985062,0
410.113873,264,5642.876113,1
1286.772983,109,5643.225183,1
1396.210162,100,5643.540581,1
1558.836659,84,5643.865448,1
231.534317,401,5645.192616,0
1366.051164,107,5645.553895,1
1288.177433,114,5645.941004,1
1247.134211,116,5646.348297,1
1365.240281,101,5646.684311,1
1174.369066,137,5647.116172,1
-471.371738,62,5647.288869,0
1189.557278,123,5647.70725,1
-481.036033,71,5647.973225,0
-349.810684,68,5648.204914,0
1296.645662,106,5648.580177,1
-501.657349,64,5648.808156,0
1228.723757,121,5649.180895,1
-523.905011,68,5649.39209,0
1203.547898,115,5649.811886,1
1419.886125,95,5650.175179,1
1291.263793,118,5650.575834,1
1395.749837,100,5650.882228,1
-506.567623,60,5651.10414,0
-373.898137,61,5651.266375,0
-412.704729,79,5651.553504,0
1156.382808,123,5651.981779,1
-437.033057,64,5652.199187,0
1398.723155,103,5652.562803,1
1248.837596,119,5652.942834,1
1463.226993,93,5653.255081,1
1067.859467,137,5653.716794,1
-456.633643,73,5653.992122,0
1235.466967,118,5654.35973,1
-1577.83905,146,5654.886776,0
1389.274825,97,5655.143321,1
1320.001571,107,5655.504542,1
1070.339795,134,5655.981208,1
914.487292,171,5656.630306,1
-430.127449,73,5656.855482,0
1158.766439,126,5657.234384,1
1314.558975,107,5657.606179,1
1125.606399,134,5658.076875,1
1484.203134,91,5658.429479,1
1157.576579,125,5658.82034,1
1404.683416,99,5659.096888,1
1243.378482,120,5659.498511,1
1577.563902,78,5659.803758,1
969.626947,157,5660.353804,1
1472.64553,93,5660.647083,1
1164.898632,128,5661.052665,1
618.142938,232,5661.852043,1
1341.908222,107,5662.22797,1
1157.838406,135,5662.687278,1
-407.469137,69,5662.880801,0
-4.474552,332,5664.033059,1
1348.990287,104,5664.429444,1
1315.413968,110,5664.742042,1
1226.90026,119,5665.137634,1
1466.01922,91,5665.428009,1
-471.139823,165,5665.988289,0
1519.160739,85,5666.302321,1
1542.641118,82,5666.59522,1
1491.886968,88,5666.8446,1
1272.82831,117,5667.228831,1
1300.598805,107,5667.611212,1
-501.227548,91,5667.959856,0
1118.263543,135,5668.437408,1
1268.018312,121,5668.80757,1
1265.356812,112,5669.168904,1
1167.551689,124,5669.557373,1
1435.240726,98,5669.871361,1
1363.540045,107,5670.25576,1
1402.191048,100,5670.618097,1
1419.22821,97,5670.919579,1
1408.379889,100,5671.243691,1
1281.620674,107,5671.559371,1
1301.029208,107,5671.962296,1
1153.524138,125,5672.412257,1
1145.772123,131,5672.814227,1
1248.568137,125,5673.21062,1
-591.964372,152,5673.71853,0
-436.625814,138,5674.252597,0
1068.601556,139,5674.709412,1
-406.328901,160,5675.203799,0
1237.533003,120,5675.593759,1
1123.945119,130,5676.056257,1
-407.401621,63,5676.265055,0
1602.232137,75,5676.553857,1
-371.347553,69,5676.747622,0
1397.426457,101,5677.09791,1
402.921085,401,5678.486503,0
1221.142354,118,5678.851239,1
1558.617738,82,5679.126049,1
1377.900357,102,5679.437844,1
-448.810769,92,5679.742196,0
1269.164221,115,5680.150543,1
1273.253775,114,5680.544498,1
-394.276152,76,5680.818584,0
1316.85038,111,5681.190911,1
-501.757729,116,5681.567821,0
1184.552341,123,5682.021483,1
1036.051872,145,5682.536523,1
758.50546,208,5683.148237,1
1153.220834,132,5683.570708,1
-456.325929,68,5683.857896,0
1408.473509,101,5684.237768,1
1426.429477,97,5684.519945,1
1212.237508,122,5684.911784,1
1129.780588,130,5685.323547,1
1355.363121,103,5685.677901,1
-426.411615,65,5685.960592,0
1455.984538,93,5686.246243,1
-436.299095,69,5686.522171,0
1330.327739,106,5686.864116,1
-379.223026,58,5687.020504,0
1211.092763,117,5687.401433,1
-454.058188,60,5687.639999,0
1085.691925,128,5688.122096,1
-350.582581,67,5688.321858,0
1319.673839,107,5688.704802,1
1207.29637,116,5689.079378,1
-344.665527,60,5689.256407,0
1299.550403,108,5689.619377,1
1241.652443,117,5690.045357,1
1623.209004,72,5690.324866,1
1230.98549,120,5690.743705,1
1293.877686,115,5691.103815,1
1473.642375,91,5691.368788,1
1260.675872,110,5691.717789,1
1190.740123,128,5692.101013,1
1411.543627,100,5692.405587,1
-422.790183,64,5692.598344,0
1491.152176,90,5692.898376,1
1167.571033,130,5693.316324,1
418.949743,401,5694.602898,0
-635.446776,401,5695.880608,0
1192.410178,124,5696.2777,1
1492.866802,91,5696.597039,1
-430.463866,65,5696.89291,0
