#{"t_start": 1605971973.361055, "env_id": "quad-withArm_1Dof-v0"}
r,l,t,finstate
-1253.416545,101,105.899453,0
-397.992528,48,105.974971,0
-366.121234,44,106.039105,0
-452.060967,53,106.114242,0
-403.769834,50,106.210201,0
-413.243418,50,106.299081,0
-1293.974042,107,106.463573,0
-1221.173629,93,106.619448,0
-1281.871845,107,106.789691,0
-405.291358,48,106.871033,0
-1245.974836,104,107.034313,0
-1283.395434,102,107.20273,0
-1348.092389,112,107.378042,0
-343.670135,36,107.432764,0
-430.462399,57,107.53474,0
-352.180499,35,107.599187,0
-363.716953,39,107.65705,0
-1420.597418,111,107.836342,0
-1361.7851,107,108.016165,0
-1226.304748,102,108.183093,0
-1289.451054,104,108.341084,0
-1528.051248,117,108.529208,0
-369.21644,42,108.594926,0
-359.970718,38,108.658493,0
-1261.115467,97,108.818746,0
-398.787501,48,108.900864,0
-1263.48358,105,109.068535,0
-1298.160553,107,109.246923,0
-1314.302503,108,109.424448,0
-405.548819,48,109.50075,0
-396.284365,43,109.568406,0
-1288.8655,111,109.745824,0
-1264.097198,105,109.925138,0
-1294.753304,105,110.094862,0
-1266.338597,117,110.280845,0
-1288.509693,109,110.466084,0
-1320.302315,116,110.645502,0
-1274.452316,115,110.84347,0
-455.134816,57,110.929609,0
-398.43705,45,111.002606,0
-1293.492474,106,111.194095,0
-463.509194,53,111.273347,0
-431.552761,50,111.34767,0
-1318.290177,104,111.522592,0
-465.552485,58,111.616927,0
-1284.934883,108,111.799623,0
-433.050734,54,111.885079,0
-1275.188634,105,112.052012,0
-1336.376187,112,112.231752,0
-1326.042597,121,112.434287,0
-440.85394,52,112.519902,0
-1237.55573,98,112.683166,0
-1352.306887,104,112.861378,0
-1315.533582,105,113.031608,0
-1316.68188,102,113.186576,0
-357.257898,38,113.24369,0
-1252.925512,97,113.400948,0
-1223.973903,94,113.556165,0
-1250.96842,95,113.714915,0
-1335.009524,100,113.874195,0
-1219.19351,95,114.043401,0
-1358.393199,105,114.208324,0
-1291.424045,98,114.374703,0
-1299.565255,101,114.526874,0
-1256.014777,101,114.704015,0
-1295.880594,109,114.883098,0
-1286.015227,99,115.049693,0
-1075.894531,113,115.230603,0
-1299.367855,100,115.393001,0
-1230.666972,113,115.568763,0
-1248.897247,99,115.727582,0
-1280.462973,102,115.885803,0
-369.123771,43,115.963568,0
-1255.549405,99,116.124377,0
-1679.812623,143,116.356558,0
-1298.712521,102,116.521258,0
-1348.578814,116,116.703962,0
-1274.637816,101,116.856967,0
-1264.029962,94,117.014366,0
-1287.918344,116,117.198431,0
-1220.476815,99,117.367714,0
-1466.398628,117,117.55611,0
-331.952379,30,117.611897,0
-1294.654593,107,117.779025,0
-1489.079203,118,117.975802,0
-371.145413,44,118.039927,0
-363.813104,43,118.108802,0
-1304.129097,111,118.30204,0
-1269.700876,101,118.456969,0
-1298.252375,110,118.638979,0
-1238.414425,108,118.810651,0
-340.794852,37,118.880429,0
-1367.000795,125,119.074294,0
-1335.136244,106,119.245888,0
-360.974934,37,119.306269,0
-433.589283,54,119.391215,0
-1954.544095,197,119.70988,0
-354.970569,39,119.771427,0
-1368.39371,154,120.024668,0
-1486.442039,122,120.226461,0
-1320.590955,109,120.391746,0
-1280.325803,102,120.564706,0
-1292.096271,104,120.738492,0
-378.09545,48,120.822295,0
-1468.764286,129,121.030299,0
-1336.846828,104,121.212359,0
-334.147955,32,121.268323,0
-390.749599,45,121.340772,0
-347.890588,37,121.402969,0
-356.106608,44,121.476637,0
-1286.566776,124,121.676083,0
-448.420151,55,121.757585,0
-356.199448,52,121.862948,0
-1344.351949,114,122.04766,0
-353.726976,41,122.1127,0
-385.746977,48,122.20167,0
-1229.729722,121,122.394769,0
-1297.068263,111,122.580668,0
-353.247669,52,122.662235,0
-1460.618482,189,122.962618,0
-1367.695442,199,123.296817,0
-1266.268471,132,123.518266,0
-1313.226941,155,123.766516,0
-435.639656,109,123.957434,0
-1202.326624,128,124.167398,0
-1240.976533,127,124.384221,0
-1578.548338,292,124.863145,0
-1213.325037,170,125.135643,0
-1244.766267,134,125.339892,0
-1118.185552,193,125.663851,0
-1263.59769,140,125.891182,0
-1343.382785,149,126.144651,0
-1306.244288,293,126.604127,0
-1242.538127,134,126.830284,0
-1779.336925,297,127.308489,0
-1649.016297,222,127.659752,0
-1923.99268,302,128.159071,0
-1560.909638,276,128.602271,0
-2826.987943,355,129.181819,0
-1654.966186,156,129.439496,0
-1422.502108,113,129.625146,0
-1358.357692,96,129.790777,0
-1529.342786,124,129.991729,0
-1346.27482,83,130.12591,0
-1377.480586,96,130.283788,0
-1349.471782,94,130.442766,0
-1515.647402,103,130.605617,0
-1470.127162,111,130.796093,0
-1409.691561,94,130.968392,0
-1396.792906,111,131.178101,0
-1395.596281,93,131.348238,0
-1330.335369,118,131.58364,0
-1370.399807,102,131.779883,0
-1426.211348,118,131.971127,0
